"zcta5","cbsa","cbsaname","zipname","pop2k","afact"
"ZIP Census Tabulation Area","cbsa","CBSA Name","zipname","Total Pop, 2000 census","zcta5 to cbsa alloc factor"
"60637","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",57090,1 
"60638","16980","Chicago-Naperville-Elgin, IL-IN-WI","BEDFORD PARK",55788,1 
"60639","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",92951,1 
"60640","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",74030,1 
"60641","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",73824,1 
"60643","16980","Chicago-Naperville-Elgin, IL-IN-WI","CALUMET PARK",52568,1 
"60644","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",59059,1 
"60645","16980","Chicago-Naperville-Elgin, IL-IN-WI","LINCOLNWOOD",44197,1 
"60646","16980","Chicago-Naperville-Elgin, IL-IN-WI","LINCOLNWOOD",27016,1 
"60647","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",98769,1 
"60649","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",54823,1 
"60651","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",77583,1 
"60652","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",39126,1 
"60653","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",34502,1 
"60654","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",7,1 
"60655","16980","Chicago-Naperville-Elgin, IL-IN-WI","MERRIONETTE PARK",29138,1 
"60656","16980","Chicago-Naperville-Elgin, IL-IN-WI","HARWOOD HEIGHTS",27129,1 
"60657","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",66789,1 
"60659","16980","Chicago-Naperville-Elgin, IL-IN-WI","LINCOLNWOOD",39155,1 
"60660","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",47726,1 
"60661","16980","Chicago-Naperville-Elgin, IL-IN-WI","CHICAGO",4382,1 
"60706","16980","Chicago-Naperville-Elgin, IL-IN-WI","60706",22809,1 
"60707","16980","Chicago-Naperville-Elgin, IL-IN-WI","60707",42621,1 
"60712","16980","Chicago-Naperville-Elgin, IL-IN-WI","60712",12371,1 
"60714","16980","Chicago-Naperville-Elgin, IL-IN-WI","NILES",31051,1 
"60803","16980","Chicago-Naperville-Elgin, IL-IN-WI","60803",22757,1 
"60804","16980","Chicago-Naperville-Elgin, IL-IN-WI","60804",86133,1 
"60805","16980","Chicago-Naperville-Elgin, IL-IN-WI","60805",20821,1 
"60827","16980","Chicago-Naperville-Elgin, IL-IN-WI","60827",33209,1 
"60901","28100","Kankakee, IL","KANKAKEE",37224,1 
"60910","28100","Kankakee, IL","AROMA PARK",537,1 
"60911"," "," ","ASHKUM",1415,1 
"60912"," "," ","BEAVERVILLE",643,1 
"60913","28100","Kankakee, IL","BONFIELD",1498,1 
"60914","28100","Kankakee, IL","BOURBONNAIS",22499,1 
"60915","28100","Kankakee, IL","BRADLEY",10439,1 
"60917","16580","Champaign-Urbana, IL","BUCKINGHAM",14,0.025 
"60917","28100","Kankakee, IL","BUCKINGHAM",512,0.913 
"60917","38700","Pontiac, IL","BUCKINGHAM",35,0.062 
"60918"," "," ","BUCKLEY",913,1 
"60919","16580","Champaign-Urbana, IL","CABERY",330,0.629 
"60919","28100","Kankakee, IL","CABERY",123,0.234 
"60919","38700","Pontiac, IL","CABERY",72,0.137 
"60920","38700","Pontiac, IL","CAMPUS",162,1 
"60921","38700","Pontiac, IL","CHATSWORTH",1669,1 
"60922"," "," ","CHEBANSE",1143,0.427 
"60922","28100","Kankakee, IL","CHEBANSE",1534,0.573 
"60924"," "," ","CISSNA PARK",1739,1 
"60926"," "," ","CLAYTONVILLE",76,1 
"60927"," "," ","CLIFTON",2288,1 
"60928"," "," ","CRESCENT CITY",732,1 
"60929","16580","Champaign-Urbana, IL","CULLOM",39,0.051 
"60929","38700","Pontiac, IL","CULLOM",729,0.949 
"60930"," "," ","DANFORTH",890,1 
"60931"," "," ","DONOVAN",689,1 
"60932","19180","Danville, IL","EAST LYNN",135,1 
"60933","16580","Champaign-Urbana, IL","ELLIOTT",349,1 
"60934","38700","Pontiac, IL","EMINGTON",310,1 
"60935","28100","Kankakee, IL","ESSEX",846,1 
"60936","14060","Bloomington-Normal, IL Metropolitan Stat","GIBSON CITY",42,0.01 
"60936","16580","Champaign-Urbana, IL","GIBSON CITY",4176,0.99 
"60938"," "," ","GILMAN",2222,1 
"60940","16980","Chicago-Naperville-Elgin, IL-IN-WI","GRANT PARK",32,0.01 
"60940","28100","Kankakee, IL","GRANT PARK",3140,0.99 
"60941"," "," ","HERSCHER",27,0.014 
"60941","16580","Champaign-Urbana, IL","HERSCHER",6,0.003 
"60941","28100","Kankakee, IL","HERSCHER",1953,0.983 
"60942"," "," ","HOOPESTON",240,0.035 
"60942","19180","Danville, IL","HOOPESTON",6649,0.965 
"60945"," "," ","IROQUOIS",202,1 
"60946","16580","Champaign-Urbana, IL","KEMPTON",412,0.922 
"60946","38700","Pontiac, IL","KEMPTON",35,0.078 
"60948"," "," ","LODA",1369,0.915 
"60948","16580","Champaign-Urbana, IL","LODA",127,0.085 
"60949","16580","Champaign-Urbana, IL","LUDLOW",739,1 
"60950","16980","Chicago-Naperville-Elgin, IL-IN-WI","MANTENO",259,0.029 
"60950","28100","Kankakee, IL","MANTENO",8687,0.971 
"60951"," "," ","MARTINTON",1174,1 
"60952","16580","Champaign-Urbana, IL","MELVIN",691,0.99 
"60952","38700","Pontiac, IL","MELVIN",7,0.01 
"60953"," "," ","MILFORD",2537,1 
"60954","28100","Kankakee, IL","MOMENCE",7113,1 
"60955"," "," ","ONARGA",2045,1 
"60957"," "," ","PAXTON",3,0.001 
"60957","16580","Champaign-Urbana, IL","PAXTON",5677,0.999 
"60959"," "," ","PIPER CITY",8,0.007 
"60959","16580","Champaign-Urbana, IL","PIPER CITY",1061,0.993 
"60960"," "," ","RANKIN",27,0.024 
"60960","16580","Champaign-Urbana, IL","RANKIN",176,0.159 
"60960","19180","Danville, IL","RANKIN",905,0.817 
"60961","16980","Chicago-Naperville-Elgin, IL-IN-WI","REDDICK",14,0.017 
"60961","28100","Kankakee, IL","REDDICK",717,0.874 
"60961","38700","Pontiac, IL","REDDICK",89,0.109 
"60962","16580","Champaign-Urbana, IL","ROBERTS",587,0.997 
"60962","38700","Pontiac, IL","ROBERTS",2,0.003 
"60963","19180","Danville, IL","ROSSVILLE",1686,1 
"60964"," "," ","SAINT ANNE",397,0.056 
"60964","28100","Kankakee, IL","SAINT ANNE",6680,0.944 
"60966"," "," ","SHELDON",1735,1 
"60967"," "," ","STOCKLAND",86,1 
"60968"," "," ","THAWVILLE",370,0.819 
"60968","16580","Champaign-Urbana, IL","THAWVILLE",77,0.17 
"60968","38700","Pontiac, IL","THAWVILLE",5,0.011 
"60969","28100","Kankakee, IL","UNION HILL",95,1 
"60970"," "," ","WATSEKA",7582,1 
"60973"," "," ","WELLINGTON",442,1 
"60974"," "," ","WOODLAND",340,1 
"61001"," "," ","APPLE RIVER",1072,1 
"61006","19940","Dixon, IL","ASHTON",1664,0.871 
"61006","40300","Rochelle, IL","ASHTON",246,0.129 
"61007","23300","Freeport, IL","BAILEYVILLE",194,0.354 
"61007","40300","Rochelle, IL","BAILEYVILLE",354,0.646 
"61008","40420","Rockford, IL","BELVIDERE",28361,1 
"61010","40300","Rochelle, IL","BYRON",7139,1 
"61011","40420","Rockford, IL","CALEDONIA",1976,1 
"61012","40420","Rockford, IL","CAPRON",1933,1 
"61013","23300","Freeport, IL","CEDARVILLE",460,1 
"61014"," "," ","CHADWICK",1079,0.889 
"61014","44580","Sterling, IL","CHADWICK",135,0.111 
"61015","40300","Rochelle, IL","CHANA",993,1 
"61016","40420","Rockford, IL","CHERRY VALLEY",3933,1 
"61018","23300","Freeport, IL","DAKOTA",1133,1 
"61019","23300","Freeport, IL","DAVIS",2101,0.603 
"61019","40420","Rockford, IL","DAVIS",1381,0.397 
"61020","40300","Rochelle, IL","DAVIS JUNCTION",1587,0.952 
"61020","40420","Rockford, IL","DAVIS JUNCTION",80,0.048 
"61021","19940","Dixon, IL","DIXON",21861,0.936 
"61021","40300","Rochelle, IL","DIXON",1499,0.064 
"61024","40420","Rockford, IL","DURAND",2579,1 
"61025"," "," ","EAST DUBUQUE",4886,1 
"61028"," "," ","ELIZABETH",1978,1 
"61030","40300","Rochelle, IL","FORRESTON",2250,1 
"61031","19940","Dixon, IL","FRANKLIN GROVE",1722,0.984 
"61031","40300","Rochelle, IL","FRANKLIN GROVE",28,0.016 
"61032","23300","Freeport, IL","FREEPORT",32632,1 
"61036"," "," ","GALENA",6185,1 
"61037","44580","Sterling, IL","GALT",138,1 
"61038","16980","Chicago-Naperville-Elgin, IL-IN-WI","GARDEN PRAIRIE",50,0.036 
"61038","40420","Rockford, IL","GARDEN PRAIRIE",1321,0.964 
"61039","23300","Freeport, IL","GERMAN VALLEY",725,0.831 
"61039","40300","Rochelle, IL","GERMAN VALLEY",147,0.169 
"61041"," "," ","HANOVER",1326,1 
"61042","19940","Dixon, IL","HARMON",574,0.993 
"61042","44580","Sterling, IL","HARMON",4,0.007 
"61044"," "," ","KENT",90,0.385 
"61044","23300","Freeport, IL","KENT",144,0.615 
"61046"," "," ","LANARK",2920,1 
"61047","23300","Freeport, IL","EGAN",26,0.013 
"61047","40300","Rochelle, IL","EGAN",1961,0.967 
"61047","40420","Rockford, IL","EGAN",41,0.02 
"61048"," "," ","LENA",106,0.023 
"61048","23300","Freeport, IL","LENA",4410,0.977 
"61049","40300","Rochelle, IL","LINDENWOOD",505,1 
"61050","23300","Freeport, IL","MC CONNELL",447,1 
"61051"," "," ","MILLEDGEVILLE",1612,0.984 
"61051","40300","Rochelle, IL","MILLEDGEVILLE",26,0.016 
"61052","40300","Rochelle, IL","MONROE CENTER",1238,1 
"61053"," "," ","MOUNT CARROLL",3228,1 
"61054","40300","Rochelle, IL","MOUNT MORRIS",3991,1 
"61057","19940","Dixon, IL","NACHUSA",63,1 
"61059"," "," ","NORA",135,1 
"61060","23300","Freeport, IL","ORANGEVILLE",1469,1 
"61061","40300","Rochelle, IL","OREGON",7358,1 
"61062"," "," ","PEARL CITY",43,0.022 
"61062","23300","Freeport, IL","PEARL CITY",1929,0.978 
"61063","23300","Freeport, IL","PECATONICA",251,0.062 
"61063","40420","Rockford, IL","PECATONICA",3785,0.938 
"61064"," "," ","POLO",64,0.016 
"61064","40300","Rochelle, IL","POLO",3954,0.98 
"61064","44580","Sterling, IL","POLO",17,0.004 
"61065","40420","Rockford, IL","POPLAR GROVE",7161,1 
"61067","23300","Freeport, IL","RIDOTT",922,1 
"61068","16980","Chicago-Naperville-Elgin, IL-IN-WI","ROCHELLE",7,0 
"61068","19940","Dixon, IL","ROCHELLE",179,0.012 
"61068","40300","Rochelle, IL","ROCHELLE",14373,0.987 
"61070","23300","Freeport, IL","ROCK CITY",1117,1 
"61071","19940","Dixon, IL","ROCK FALLS",95,0.006 
"61071","44580","Sterling, IL","ROCK FALLS",14767,0.994 
"61072","40420","Rockford, IL","ROCKTON",8612,1 
"61073","40420","Rockford, IL","ROSCOE",15981,1 
"61074"," "," ","SAVANNA",4972,1 
"61075"," "," ","SCALES MOUND",1039,1 
"61077","40420","Rockford, IL","SEWARD",42,1 
"61078"," "," ","SHANNON",1245,0.871 
"61078","23300","Freeport, IL","SHANNON",72,0.05 
"61078","40300","Rochelle, IL","SHANNON",113,0.079 
"61080","40420","Rockford, IL","SOUTH BELOIT",8848,1 
"61081","19940","Dixon, IL","STERLING",507,0.022 
"61081","44580","Sterling, IL","STERLING",22337,0.978 
"61084","40300","Rochelle, IL","STILLMAN VALLEY",2670,0.955 
"61084","40420","Rockford, IL","STILLMAN VALLEY",126,0.045 
"61085"," "," ","STOCKTON",3587,1 
"61087"," "," ","WARREN",1721,0.995 
"61087","23300","Freeport, IL","WARREN",8,0.005 
"61088","40300","Rochelle, IL","WINNEBAGO",3,0.001 
"61088","40420","Rockford, IL","WINNEBAGO",4787,0.999 
"61089"," "," ","WINSLOW",5,0.005 
"61089","23300","Freeport, IL","WINSLOW",939,0.995 
"61091","40300","Rochelle, IL","WOOSUNG",10,1 
"61101","40420","Rockford, IL","ROCKFORD",23347,1 
"61102","40300","Rochelle, IL","ROCKFORD",97,0.005 
"61102","40420","Rockford, IL","ROCKFORD",20286,0.995 
"61103","40420","Rockford, IL","ROCKFORD",24368,1 
"61104","40420","Rockford, IL","ROCKFORD",20421,1 
"61107","40420","Rockford, IL","ROCKFORD",30040,1 
"61108","40420","Rockford, IL","ROCKFORD",27370,1 
"61109","40300","Rochelle, IL","ROCKFORD",27,0.001 
"61109","40420","Rockford, IL","ROCKFORD",26557,0.999 
"61111","40420","Rockford, IL","LOVES PARK",20555,1 
"61112","40420","Rockford, IL","ROCKFORD",3,1 
"61114","40420","Rockford, IL","ROCKFORD",15557,1 
"61115","40420","Rockford, IL","MACHESNEY PARK",20431,1 
"61201","19340","Davenport-Moline-Rock Island, IA-IL","ROCK ISLAND",39151,1 
"61230","44580","Sterling, IL","ALBANY",1183,1 
"61231","19340","Davenport-Moline-Rock Island, IA-IL","ALEDO",6021,1 
"61232","19340","Davenport-Moline-Rock Island, IA-IL","ANDALUSIA",358,1 
"61233","19340","Davenport-Moline-Rock Island, IA-IL","ANDOVER",524,1 
"61234","19340","Davenport-Moline-Rock Island, IA-IL","ANNAWAN",1302,1 
"61235","19340","Davenport-Moline-Rock Island, IA-IL","ATKINSON",1442,1 
"61236","19340","Davenport-Moline-Rock Island, IA-IL","BARSTOW",58,1 
"61238","19340","Davenport-Moline-Rock Island, IA-IL","CAMBRIDGE",3388,1 
"61239","19340","Davenport-Moline-Rock Island, IA-IL","CARBON CLIFF",301,1 
"61240","19340","Davenport-Moline-Rock Island, IA-IL","COAL VALLEY",6033,1 
"61241","19340","Davenport-Moline-Rock Island, IA-IL","GREEN ROCK",6944,1 
"61242","19340","Davenport-Moline-Rock Island, IA-IL","CORDOVA",1158,1 
"61243","19940","Dixon, IL","DEER GROVE",9,0.037 
"61243","36860","Ottawa-Peru, IL","DEER GROVE",6,0.025 
"61243","44580","Sterling, IL","DEER GROVE",229,0.939 
"61244","19340","Davenport-Moline-Rock Island, IA-IL","EAST MOLINE",22300,1 
"61250","19340","Davenport-Moline-Rock Island, IA-IL","ERIE",117,0.042 
"61250","44580","Sterling, IL","ERIE",2690,0.958 
"61251","44580","Sterling, IL","FENTON",317,1 
"61252"," "," ","FULTON",11,0.002 
"61252","44580","Sterling, IL","FULTON",5812,0.998 
"61254","19340","Davenport-Moline-Rock Island, IA-IL","GENESEO",11399,1 
"61256","19340","Davenport-Moline-Rock Island, IA-IL","HAMPTON",1506,1 
"61257","19340","Davenport-Moline-Rock Island, IA-IL","HILLSDALE",1402,1 
"61259","19340","Davenport-Moline-Rock Island, IA-IL","ILLINOIS CITY",1209,1 
"61260","19340","Davenport-Moline-Rock Island, IA-IL","JOY",812,1 
"61261","44580","Sterling, IL","LYNDON",963,1 
"61262","19340","Davenport-Moline-Rock Island, IA-IL","LYNN CENTER",878,1 
"61263","19340","Davenport-Moline-Rock Island, IA-IL","MATHERVILLE",307,1 
"61264","19340","Davenport-Moline-Rock Island, IA-IL","MILAN",12316,1 
"61265","19340","Davenport-Moline-Rock Island, IA-IL","MOLINE",46646,1 
"61270","44580","Sterling, IL","MORRISON",7781,1 
"61272","19340","Davenport-Moline-Rock Island, IA-IL","NEW BOSTON",1464,1 
"61273","19340","Davenport-Moline-Rock Island, IA-IL","ORION",3163,1 
"61274","19340","Davenport-Moline-Rock Island, IA-IL","OSCO",404,1 
"61275","19340","Davenport-Moline-Rock Island, IA-IL","PORT BYRON",4606,1 
"61276","19340","Davenport-Moline-Rock Island, IA-IL","PREEMPTION",71,1 
"61277","19340","Davenport-Moline-Rock Island, IA-IL","PROPHETSTOWN",495,0.141 
"61277","44580","Sterling, IL","PROPHETSTOWN",3023,0.859 
"61279","19340","Davenport-Moline-Rock Island, IA-IL","REYNOLDS",1023,1 
"61281","19340","Davenport-Moline-Rock Island, IA-IL","SHERRARD",2615,1 
"61282","19340","Davenport-Moline-Rock Island, IA-IL","SILVIS",8962,1 
"61283","19340","Davenport-Moline-Rock Island, IA-IL","TAMPICO",22,0.013 
"61283","36860","Ottawa-Peru, IL","TAMPICO",396,0.236 
"61283","44580","Sterling, IL","TAMPICO",1257,0.75 
"61284","19340","Davenport-Moline-Rock Island, IA-IL","TAYLOR RIDGE",3439,1 
"61285"," "," ","THOMSON",1659,1 
"61301","36860","Ottawa-Peru, IL","LA SALLE",10433,1 
"61310","19940","Dixon, IL","AMBOY",4163,1 
"61311","38700","Pontiac, IL","ANCONA",353,1 
"61312","36860","Ottawa-Peru, IL","ARLINGTON",736,1 
"61313","38700","Pontiac, IL","BLACKSTONE",316,1 
"61314","36860","Ottawa-Peru, IL","BUDA",991,1 
"61315","36860","Ottawa-Peru, IL","BUREAU",253,1 
"61316","36860","Ottawa-Peru, IL","CEDAR POINT",250,1 
"61317","36860","Ottawa-Peru, IL","CHERRY",324,1 
"61318","19940","Dixon, IL","COMPTON",722,1 
"61319","38700","Pontiac, IL","MANVILLE",1157,1 
"61320","36860","Ottawa-Peru, IL","DALZELL",738,1 
"61321","36860","Ottawa-Peru, IL","DANA",333,0.974 
"61321","37900","Peoria, IL","DANA",9,0.026 
"61322","36860","Ottawa-Peru, IL","DEPUE",1677,1 
"61323","36860","Ottawa-Peru, IL","DOVER",102,1 
"61324","19940","Dixon, IL","ELDENA",107,1 
"61325","36860","Ottawa-Peru, IL","GRAND RIDGE",1010,1 
"61326","36860","Ottawa-Peru, IL","GRANVILLE",2444,1 
"61327","36860","Ottawa-Peru, IL","HENNEPIN",1190,1 
"61328","36860","Ottawa-Peru, IL","KASBEER",96,1 
"61329","36860","Ottawa-Peru, IL","LADD",1322,1 
"61330","19940","Dixon, IL","LA MOILLE",65,0.041 
"61330","36860","Ottawa-Peru, IL","LA MOILLE",1502,0.959 
"61331","19940","Dixon, IL","LEE CENTER",51,1 
"61332","36860","Ottawa-Peru, IL","LEONORE",36,1 
"61333","38700","Pontiac, IL","LONG POINT",436,1 
"61334","36860","Ottawa-Peru, IL","LOSTANT",757,1 
"61335","36860","Ottawa-Peru, IL","MC NABB",591,1 
"61336","36860","Ottawa-Peru, IL","MAGNOLIA",516,0.778 
"61336","37900","Peoria, IL","MAGNOLIA",147,0.222 
"61337","36860","Ottawa-Peru, IL","MALDEN",479,1 
"61338","36860","Ottawa-Peru, IL","MANLIUS",375,1 
"61340","36860","Ottawa-Peru, IL","MARK",327,1 
"61341","36860","Ottawa-Peru, IL","MARSEILLES",7509,1 
"61342","19940","Dixon, IL","MENDOTA",56,0.006 
"61342","36860","Ottawa-Peru, IL","MENDOTA",9165,0.994 
"61344","19340","Davenport-Moline-Rock Island, IA-IL","MINERAL",23,0.054 
"61344","36860","Ottawa-Peru, IL","MINERAL",405,0.946 
"61345","36860","Ottawa-Peru, IL","NEPONSET",823,0.931 
"61345","37900","Peoria, IL","NEPONSET",61,0.069 
"61346","36860","Ottawa-Peru, IL","NEW BEDFORD",94,1 
"61348","36860","Ottawa-Peru, IL","OGLESBY",4381,1 
"61349","19940","Dixon, IL","OHIO",151,0.144 
"61349","36860","Ottawa-Peru, IL","OHIO",900,0.856 
"61350","36860","Ottawa-Peru, IL","OTTAWA",24207,1 
"61353","19940","Dixon, IL","PAW PAW",1298,1 
"61354","36860","Ottawa-Peru, IL","PERU",10647,1 
"61356","36860","Ottawa-Peru, IL","PRINCETON",11255,1 
"61358","36860","Ottawa-Peru, IL","RUTLAND",406,0.775 
"61358","37900","Peoria, IL","RUTLAND",118,0.225 
"61359","36860","Ottawa-Peru, IL","SEATONVILLE",273,1 
"61360","16980","Chicago-Naperville-Elgin, IL-IN-WI","SENECA",65,0.022 
"61360","36860","Ottawa-Peru, IL","SENECA",2930,0.978 
"61361","36860","Ottawa-Peru, IL","SHEFFIELD",1474,1 
"61362","36860","Ottawa-Peru, IL","SPRING VALLEY",5785,1 
"61363","36860","Ottawa-Peru, IL","STANDARD",272,1 
"61364","36860","Ottawa-Peru, IL","STREATOR",18360,0.894 
"61364","38700","Pontiac, IL","STREATOR",2180,0.106 
"61367","19940","Dixon, IL","SUBLETTE",920,1 
"61368","36860","Ottawa-Peru, IL","TISKILWA",1476,1 
"61369","37900","Peoria, IL","TOLUCA",1661,1 
"61370","36860","Ottawa-Peru, IL","TONICA",1323,1 
"61372","36860","Ottawa-Peru, IL","TROY GROVE",120,1 
"61373","36860","Ottawa-Peru, IL","UTICA",1998,1 
"61374","36860","Ottawa-Peru, IL","VAN ORIN",122,1 
"61375","37900","Peoria, IL","VARNA",1244,1 
"61376","19940","Dixon, IL","NORMANDY",87,0.039 
"61376","36860","Ottawa-Peru, IL","NORMANDY",2142,0.961 
"61377","36860","Ottawa-Peru, IL","WENONA",182,0.131 
"61377","37900","Peoria, IL","WENONA",1208,0.869 
"61378","19940","Dixon, IL","WEST BROOKLYN",545,1 
"61379","36860","Ottawa-Peru, IL","WYANET",1381,1 
"61401","23660","Galesburg, IL","GALESBURG",36568,1 
"61410","23660","Galesburg, IL","ABINGDON",4174,1 
"61411","31380","Macomb, IL","ADAIR",419,1 
"61412","19340","Davenport-Moline-Rock Island, IA-IL","ALEXIS",679,0.488 
"61412","23660","Galesburg, IL","ALEXIS",712,0.512 
"61413","19340","Davenport-Moline-Rock Island, IA-IL","ALPHA",1244,1 
"61414","19340","Davenport-Moline-Rock Island, IA-IL","ALTONA",121,0.119 
"61414","23660","Galesburg, IL","ALTONA",892,0.881 
"61415","15900","Canton, IL","AVON",1396,0.707 
"61415","23660","Galesburg, IL","AVON",579,0.293 
"61416","31380","Macomb, IL","BARDOLPH",152,1 
"61417","23660","Galesburg, IL","BERWICK",324,1 
"61418","15460","Burlington, IA-IL","BIGGSVILLE",664,1 
"61419","19340","Davenport-Moline-Rock Island, IA-IL","BISHOP HILL",46,1 
"61420"," "," ","BLANDINSVILLE",87,0.07 
"61420","15460","Burlington, IA-IL","BLANDINSVILLE",9,0.007 
"61420","31380","Macomb, IL","BLANDINSVILLE",1155,0.923 
"61421","36860","Ottawa-Peru, IL","BRADFORD",232,0.158 
"61421","37900","Peoria, IL","BRADFORD",1238,0.842 
"61422","31380","Macomb, IL","BUSHNELL",3639,1 
"61423","23660","Galesburg, IL","CAMERON",779,1 
"61424","37900","Peoria, IL","CAMP GROVE",146,1 
"61425","15460","Burlington, IA-IL","CARMAN",743,1 
"61426","37900","Peoria, IL","CASTLETON",114,1 
"61427","15900","Canton, IL","CUBA",2427,1 
"61428","23660","Galesburg, IL","DAHINDA",954,1 
"61430","23660","Galesburg, IL","EAST GALESBURG",718,1 
"61431","15900","Canton, IL","ELLISVILLE",328,1 
"61432","15900","Canton, IL","FAIRVIEW",691,1 
"61434","19340","Davenport-Moline-Rock Island, IA-IL","GALVA",3418,0.947 
"61434","23660","Galesburg, IL","GALVA",186,0.052 
"61434","37900","Peoria, IL","GALVA",6,0.002 
"61435","23660","Galesburg, IL","GERLAW",85,1 
"61436","23660","Galesburg, IL","GILSON",1021,1 
"61437","15460","Burlington, IA-IL","GLADSTONE",917,1 
"61438","23660","Galesburg, IL","GOOD HOPE",3,0.004 
"61438","31380","Macomb, IL","GOOD HOPE",763,0.996 
"61439","23660","Galesburg, IL","HENDERSON",282,1 
"61440"," "," ","INDUSTRY",27,0.031 
"61440","31380","Macomb, IL","INDUSTRY",848,0.969 
"61441","15900","Canton, IL","IPAVA",1007,1 
"61442","15460","Burlington, IA-IL","KEITHSBURG",68,0.074 
"61442","19340","Davenport-Moline-Rock Island, IA-IL","KEITHSBURG",852,0.926 
"61443","19340","Davenport-Moline-Rock Island, IA-IL","KEWANEE",14337,0.997 
"61443","37900","Peoria, IL","KEWANEE",44,0.003 
"61447","15460","Burlington, IA-IL","KIRKWOOD",124,0.111 
"61447","23660","Galesburg, IL","KIRKWOOD",992,0.889 
"61448","23660","Galesburg, IL","KNOXVILLE",4176,1 
"61449","23660","Galesburg, IL","LA FAYETTE",102,0.197 
"61449","37900","Peoria, IL","LA FAYETTE",416,0.803 
"61450"," "," ","LA HARPE",1817,0.989 
"61450","15460","Burlington, IA-IL","LA HARPE",21,0.011 
"61451","37900","Peoria, IL","LAURA",383,1 
"61452"," "," ","LITTLETON",333,0.982 
"61452","31380","Macomb, IL","LITTLETON",6,0.018 
"61453","15460","Burlington, IA-IL","LITTLE YORK",143,0.199 
"61453","23660","Galesburg, IL","LITTLE YORK",577,0.801 
"61454","15460","Burlington, IA-IL","LOMAX",771,1 
"61455","31380","Macomb, IL","MACOMB",21659,1 
"61458","23660","Galesburg, IL","MAQUON",958,1 
"61459","15900","Canton, IL","MARIETTA",393,0.927 
"61459","31380","Macomb, IL","MARIETTA",31,0.073 
"61460","15460","Burlington, IA-IL","MEDIA",379,1 
"61462","15460","Burlington, IA-IL","MONMOUTH",53,0.004 
"61462","23660","Galesburg, IL","MONMOUTH",12178,0.996 
"61465","19340","Davenport-Moline-Rock Island, IA-IL","NEW WINDSOR",1144,1 
"61466","19340","Davenport-Moline-Rock Island, IA-IL","NORTH HENDERSON",357,1 
"61467","23660","Galesburg, IL","ONEIDA",1241,1 
"61468","19340","Davenport-Moline-Rock Island, IA-IL","OPHEIM",143,1 
"61469","15460","Burlington, IA-IL","OQUAWKA",2477,1 
"61470","31380","Macomb, IL","PRAIRIE CITY",617,1 
"61471","15460","Burlington, IA-IL","RARITAN",142,1 
"61472","23660","Galesburg, IL","RIO",666,1 
"61473","23660","Galesburg, IL","ROSEVILLE",1772,1 
"61474","23660","Galesburg, IL","SAINT AUGUSTINE",355,1 
"61475","23660","Galesburg, IL","SCIOTA",23,0.096 
"61475","31380","Macomb, IL","SCIOTA",217,0.904 
"61476","15460","Burlington, IA-IL","SEATON",34,0.08 
"61476","19340","Davenport-Moline-Rock Island, IA-IL","SEATON",392,0.92 
"61477","15900","Canton, IL","SMITHFIELD",775,1 
"61478","15460","Burlington, IA-IL","SMITHSHIRE",15,0.045 
"61478","23660","Galesburg, IL","SMITHSHIRE",322,0.955 
"61479","37900","Peoria, IL","SPEER",169,1 
"61480","15460","Burlington, IA-IL","STRONGHURST",1385,1 
"61482","15900","Canton, IL","TABLE GROVE",542,0.902 
"61482","31380","Macomb, IL","TABLE GROVE",59,0.098 
"61483","37900","Peoria, IL","TOULON",2102,1 
"61484"," "," ","VERMONT",21,0.022 
"61484","15900","Canton, IL","VERMONT",859,0.89 
"61484","31380","Macomb, IL","VERMONT",85,0.088 
"61485","23660","Galesburg, IL","VICTORIA",643,1 
"61486","19340","Davenport-Moline-Rock Island, IA-IL","VIOLA",1587,1 
"61488","23660","Galesburg, IL","WATAGA",1199,1 
"61489","23660","Galesburg, IL","WILLIAMSFIELD",961,0.962 
"61489","37900","Peoria, IL","WILLIAMSFIELD",38,0.038 
"61490","19340","Davenport-Moline-Rock Island, IA-IL","WOODHULL",941,1 
"61491","37900","Peoria, IL","WYOMING",2136,1 
"61501","15900","Canton, IL","ASTORIA",1998,1 
"61516","37900","Peoria, IL","BENSON",698,1 
"61517","37900","Peoria, IL","BRIMFIELD",3139,1 
"61519","15900","Canton, IL","BRYANT",261,1 
"61520","15900","Canton, IL","CANTON",18659,1 
"61523","37900","Peoria, IL","CHILLICOTHE",10835,1 
"61524","15900","Canton, IL","DUNFERMLINE",140,1 
"61525","37900","Peoria, IL","DUNLAP",5477,1 
"61526","37900","Peoria, IL","EDELSTEIN",1173,1 
